451,ye,182978
452,ready,181866
453,story,180998
454,common,180061
455,book,179739
456,electronic,179347
457,talk,178877
458,account,178452
459,mark,178084
460,interest,178001
461,written,177232
462,can't,176728
463,bed,176635
464,necessary,176467
465,age,176320
466,else,175980
467,force,175520
468,idea,174236
469,longer,173897
470,art,173544
471,spoke,172990
472,across,172901
473,brother,172692
474,early,172467
475,ought,171690
476,sometimes,171309
477,line,170962
478,saying,170695
479,table,170143
480,appeared,169913
481,river,169470
482,continued,169086
483,eye,168723
484,ety,168713
485,sun,168545
486,information,168408
487,later,167805
488,everything,166395
489,reached,165752
490,suddenly,164850
491,past,164703
492,hours,164326
493,strange,164147
494,deep,163819
495,change,163514
496,miles,163341
497,feeling,163269
498,act,162869
499,meet,162687
500,paid,162605
501,further,162328
502,purpose,162154
503,happy,162105
504,added,161953
505,seem,161549
506,taking,160626
507,blood,160547
508,rose,159794
509,south,158664
510,beyond,158344
511,cold,158204
512,neither,158200
513,forward,157578
514,view,157416
515,I've,157210
516,position,156851
517,sound,156616
518,none,155743
519,entered,155480
520,clear,155472
521,road,154977
522,late,154840
523,stand,154582
524,suppose,154536
525,la,154457
526,daughter,154261
527,real,154046
528,nearly,154001
529,mine,153940
530,laws,153830
531,knowledge,153829
532,comes,153299
533,toward,152972
534,bad,152889
535,cut,152625
536,copy,151661
537,husband,151651
538,six,151612
539,France,151108
540,living,151043
541,peace,150281
542,didn't,149696
543,low,149690
544,north,149601
545,remember,149323
546,effect,148795
547,natural,148744
548,pretty,148124
549,fall,147435
550,fair,147401
551,service,146483
552,below,146062
553,except,145998
554,American,145980
555,hair,145817
556,London,145606
557,laid,145490
558,pass,145440
559,led,145393
560,copyright,145244
561,doing,145131
562,army,144925
563,run,144688
564,horse,144022
565,future,143658
566,opened,143625
567,pleasure,142952
568,history,141958
569,west,141745
570,pay,141597
571,red,141588
572,an',141517
573,4,141402
574,hath,141246
575,note,140679
576,although,140667
577,wanted,140608
578,gold,139711
579,makes,139167
580,desire,138288
581,play,138228
582,master,137871
583,office,136616
584,tried,136507
585,front,136296
586,big,136265
587,Dr,135902
588,lived,135512
589,certainly,135386
590,wind,134689
591,receive,134351
592,attention,134257
593,government,134075
594,unto,134048
595,church,133975
596,strength,133771
597,length,133663
598,company,133159
599,placed,133084
600,paper,133030
601,letters,132785
602,probably,132560
603,glad,132368
604,important,132288
605,especially,132096
606,greater,132045
607,yourself,131617
608,fellow,131509
609,bear,131397
610,opinion,130867
611,window,130590
612,ran,130394
613,faith,130376
614,ago,130255
615,agreement,130079
616,charge,129644
617,beauty,129586
618,lips,129473
619,remained,129411
620,arm,129325
621,latter,129276
622,duty,129116
623,send,129075
624,distance,129046
625,silence,128067
626,foot,128053
627,wild,127758
628,object,127468
629,die,127167
630,save,126799
631,gentleman,126761
632,trees,126469
633,green,126431
634,trouble,125885
635,smile,125830
636,books,125827
637,wrong,125401
638,various,125006
639,sleep,124634
640,persons,123820
641,blockquote,123703
642,happened,123421
643,particular,123182
644,drew,122264
645,minutes,122201
646,hardly,121603
647,walked,121276
648,chief,121207
649,chance,120739
650,according,120733
651,beginning,120733
652,action,120590
653,deal,120186
654,loved,120145
655,visit,119807
656,thinking,119753
657,follow,119666
658,standing,119506
659,knows,119114
660,try,118860
661,presence,118852
662,heavy,118834
663,sweet,118754
664,plain,118641
665,donations,118443
666,immediately,118250
667,wrote,118114
668,mouth,117921
669,rich,117386
670,thoughts,117251
671,months,116955
672,u,116586
673,won't,116568
674,afraid,116467
675,Paris,116402
676,single,115905
677,joy,115788
678,enemy,115195
679,broken,115006
680,unless,114054
681,states,113807
682,ship,113611
683,condition,113578
684,carry,113357
685,exclaimed,113352
686,including,113104
687,filled,112921
688,seeing,112889
689,influence,112447
690,write,112285
691,boys,112125
692,appear,112044
693,outside,111849
694,secret,111678
695,parts,111194
696,please,111114
697,appearance,110932
698,evil,110898
699,march,110834
700,George,110754
701,whatever,110549
702,slowly,110500
703,tears,110314
704,horses,110296
705,places,110250
706,caught,110061
707,stay,109894
708,instead,109837
709,struck,109662
710,blue,109449
711,York,109354
712,impossible,109330
713,period,109160
714,sister,108983
715,battle,108781
716,school,108701
717,Mary,108633
718,raised,108580
719,occasion,108544
720,married,108419
721,man's,108346
722,former,108299
723,food,108140
724,youth,108097
725,learned,108072
726,merely,108034
727,reach,107787
728,system,107496
729,twenty,107475
730,dinner,107414
731,quiet,107167
732,easily,107012
733,moved,106996
734,afterwards,106992
735,giving,106981
736,walk,106858
737,stopped,106661
738,laughed,106591
739,language,106445
740,expression,106415
741,week,106184
742,hall,106108
743,danger,105775
744,property,105765
745,wonder,105588
746,usual,105412
747,figure,105403
748,born,104938
749,court,104606
750,generally,104448
751,grew,104326
752,showed,104205
753,getting,103981
754,ancient,103755
755,respect,103497
756,third,103468
757,worth,103346
758,simple,102885
759,tree,102872
760,leaving,102830
761,remain,102801
762,society,102355
763,fight,102206
764,wall,102124
765,result,102039
766,heaven,101875
767,William,101780
768,started,101771
769,command,101717
770,tone,101569
771,regard,101139
772,expected,101117
773,mere,101061
774,month,101037
775,beside,100710
776,silent,100695
777,perfect,100522
778,experience,100504
779,street,100499
780,writing,100292
781,goes,100235
782,circumstances,100166
783,entirely,99803.2
784,fresh,99654.4
785,duke,99561.9
786,covered,99439.2
787,bound,99304.7
788,east,99220.9
789,wood,99157.6
790,stone,99073.7
791,quickly,98994.6
792,notice,98872
793,bright,98773.9
794,Christ,98758.1
795,boat,98756.5
796,noble,98714.6
797,meant,98705.1
798,somewhat,98651.3
799,sudden,98497.8
800,value,98232.8
801,c.,97991.5
802,direction,97628.3
803,chair,97567.4
804,due,97353
805,support,97334
806,tom,97093.5
807,date,96908.4
808,waiting,96834.8
809,Christian,96735.9
810,village,96681.3
811,lives,96547.6
812,reading,96465.4
813,agree,96413.9
814,lines,96198
815,considered,96182.9
816,field,96170.3
817,observed,96110.1
818,scarcely,95979.6
819,wished,95538.2
820,wait,95523.9
821,greatest,95398.1
822,permission,95391
823,success,95371.2
824,piece,95303.2
825,British,95149.7
826,ex,95127.6
827,Charles,95049.2
828,formed,94978
829,speaking,94833.3
830,trying,94706.7
831,conversation,94578.5
832,proper,94480.4
833,hill,94379.1
834,music,94284.2
835,opportunity,94123.6
836,that's,93912.4
837,German,93866.5
838,afternoon,93839.6
839,cry,93675
840,cost,93470.1
841,allowed,93398.1
842,girls,93384.7
843,considerable,93235.2
844,c,92990.7
845,broke,92800.8
846,honour,92446.4
847,seven,92292.1
848,private,92260.5
849,sit,92217
850,news,92204.3
851,top,91995.5
852,scene,91985.2
853,discovered,91968.6
854,marriage,91937.7
855,step,91592
856,garden,91392.6
857,race,91305.6
858,begin,91207.5
859,per,91115.7
860,individual,90923.5
861,sitting,90632.3
862,learn,90513.7
863,political,90412.4
864,difficult,90385.5
865,bit,90352.3
866,speech,90319
867,Henry,90034.2
868,lie,89756.5
869,cast,89723.3
870,eat,89650.5
871,authority,89562.7
872,etc.,89480.4
873,floor,89151.3
874,ill,89125.2
875,ways,88381.5
876,officers,88207.5
877,offered,88164
878,original,88133.9
879,happiness,88005
880,flowers,87879.2
881,produced,87876
882,summer,87793.7
883,provide,87573
884,study,87538.2
885,religion,87445.6
886,picture,87340.4
887,walls,87300.1
888,personal,87235.2
889,America,87195.6
890,watch,87073.8
891,pleased,86744.7
892,leaves,86702
893,declared,86560.4
894,hot,86478.9
895,understood,86271.6
896,effort,86256.6
897,prepared,86240.7
898,escape,86157.7
899,attempt,86132.4
900,supposed,86122.1
901,killed,86020
902,fast,86008.1
903,author,85992.3
904,Indian,85940.9
905,brown,85875.2
906,determined,85873.7
907,pain,85833.3
908,spring,85777.9
909,takes,85761.3
910,drawn,85701.2
911,soldiers,85694.1
912,houses,85488.4
913,beneath,85453.6
914,talking,85391.1
915,turning,85325.4
916,century,85256.6
917,steps,84796.1
918,intended,84789
919,soft,84783.5
920,straight,84750.2
921,matters,84637.1
922,likely,84636.3
923,corner,84584.1
924,trademark,84518.4
925,justice,84500.2
926,simply,84365
927,produce,84323
928,trust,84298.5
929,appears,84153.7
930,Rome,84141.1
931,laugh,84072.2
932,forget,84004.2
933,Europe,83940.9
934,passage,83908.5
935,eight,83853.9
936,closed,83814.3
937,ourselves,83716.2
938,gives,83639.5
939,dress,83486
940,passing,83482.1
941,terrible,83421.9
942,required,83248.7
943,medium,83151.4
944,efforts,83147.4
945,sake,83124.5
946,breath,83075.4
947,wise,83039
948,ladies,82918
949,possession,82883.2
950,pleasant,82839.7
951,perfectly,82830.9
952,o',82761.3
953,memory,82725.7
954,usually,82644.2
955,grave,82623.7
956,fixed,82566.7
957,modern,82562
958,spot,82338.9
959,troops,82223.4
960,rise,82126.8
961,break,82118.1
962,fifty,82035.1
963,island,81974.9
964,meeting,81962.3
965,camp,81899.8
966,nation,81890.3
967,existence,81804.1
968,reply,81671.1
969,I'd,81624.5
970,copies,81479.7
971,sky,81457.5
972,touch,81396.6
973,equal,81392.7
974,fortune,81232.1
975,v.,81207.5
976,shore,81109.4
977,domain,81056.4
978,named,80756.6
979,situation,80651.4
980,looks,80463.1
981,promise,80426.7
982,orders,80294.6
983,degree,80293.8
984,middle,80239.2
985,winter,80239.2
986,plan,80069.9
987,spent,80046.2
988,allow,79876.1
989,pale,79860.2
990,conduct,79819.9
991,running,79752.6
992,religious,79751.1
993,surprise,79635.6
994,minute,79605.5
995,roman,79482.1
996,cases,79432.2
997,shot,79425.1
998,lead,79418.8
999,move,79376.1
1000,names,79366.6
Rank,Word,Count (per billion)
1001,stop,79301.7
1002,higher,79280.3
1003,et,79225
1004,father's,79201.2
1005,threw,79179.1
1006,worse,79163.2
1007,built,79110.2
1008,spoken,79085.7
1009,glass,79053.3
1010,board,78858.7
1011,vain,78809.6
1012,affairs,78788.3
1013,instance,78564.4
1014,safe,78317.5
1015,loss,78305.7
1016,doctor,78281.9
1017,offer,78246.3
1018,class,78173.5
1019,complete,78039.8
1020,access,77716.3
1021,lower,77368.2
1022,wouldn't,77327
1023,repeated,77300.1
1024,forms,77286.7
1025,darkness,77261.4
1026,military,77249.5
1027,warm,77220.2
1028,drink,77183.8
1029,passion,77028
1030,ones,76976.6
1031,physical,76974.2
1032,example,76922.8
1033,ears,76672
1034,questions,76596.8
1035,start,76592.9
1036,lying,76560.4
1037,smiled,76547.8
1038,keeping,76541.4
1039,spite,76495.5
1040,shown,76402.2
1041,directly,76333.4
1042,james,76067.5
1043,hart,76059.6
1044,serious,75990.8
1045,hat,75918
1046,dog,75874.5
1047,silver,75859.5
1048,sufficient,75856.3
1049,main,75850
1050,mentioned,75813.6
1051,servant,75473.4
1052,pride,75429.9
1053,crowd,75422
1054,train,75404.6
1055,wonderful,75347.6
1056,moral,75253.5
1057,instant,75209.9
1058,associated,75153
1059,path,75150.6
1060,greek,75128.5
1061,meaning,74981.3
1062,fit,74906.9
1063,ordered,74834.2
1064,lot,74745.6
1065,he's,74505
1066,proved,74438.6
1067,obliged,74413.3
1068,enter,74391.9
1069,rule,74378.5
1070,sword,74342.9
1071,attack,74293
1072,seat,74266.1
1073,game,74220.2
1074,health,74210.7
1075,paragraph,74195.7
1076,statement,74053.3
1077,social,74035.9
1078,refund,73914.1
1079,sorry,73906.2
1080,courage,73882.4
1081,members,73833.4
1082,grace,73826.3
1083,official,73755.1
1084,dream,73726.6
1085,worthy,73622.1
1086,rock,73581.8
1087,jack,73527.2
1088,provided,73443.3
1089,special,73437.8
1090,shook,73338.9
1091,request,73327.8
1092,mighty,73313.6
1093,glance,73302.5
1094,heads,73281.2
1095,movement,73266.9
1096,fee,73232.9
1097,share,73182.3
1098,expect,73178.3
1099,couldn't,73076.3
1100,dollars,72925.9
1101,spread,72890.3
1102,opposite,72815.2
1103,glory,72644.3
1104,twelve,72570.7
1105,space,72550.2
1106,engaged,72545.4
1107,peter,72509
1108,wine,72450.5
1109,ordinary,72404.6
1110,mountains,72333.4
1111,taste,72268.5
1112,iron,72252.7
1113,isn't,72166.5
1114,distribute,72160.9
1115,trade,72098.4
1116,consider,72033.5
1117,greatly,71894.3
1118,accepted,71888
1119,forced,71884.8
1120,advantage,71878.5
1121,ideas,71849.2
1122,decided,71766.1
1123,using,71751.9
1124,officer,71744
1125,rate,71688.6
1126,clothes,71654.6
1127,sign,71582.6
1128,feelings,71558.9
1129,native,71399.1
1130,promised,71195.7
1131,judge,71190.2
1132,difference,71072.3
1133,working,71042.3
1134,anxious,71040.7
1135,marry,70948.9
1136,captain,70861.9
1137,finished,70763.8
1138,extent,70649.8
1139,watched,70643.5
1140,curious,70641.1
1141,foreign,70609.5
1142,besides,70524.9
1143,method,70513
1144,excellent,70452.9
1145,confidence,70414.1
1146,marked,70264.6
1147,'em,70256.7
1148,jesus,70228.2
1149,exactly,70213.1
1150,importance,70066.8
1151,finally,70018.5
1152,bill,69973.4
1153,vast,69861.1
1154,prove,69854
1155,fancy,69771.7
1156,quick,69761.4
1157,yes,69731.3
1158,sought,69666.5
1159,prevent,69664.1
1160,neck,69634.8
1161,hearts,69628.5
1162,liberty,69603.2
1163,interesting,69601.6
1164,sides,69594.5
1165,legal,69532.8
1166,gentlemen,69507.5
1167,dry,69442.6
1168,serve,69414.9
1169,aside,69368.2
1170,pure,69287.5
1171,concerning,69279.6
1172,forgotten,69212.4
1173,lose,69115.8
1174,powers,69073.1
1175,possessed,68995.6
1176,thrown,68931.5
1177,evidence,68904.6
1178,distant,68882.5
1179,Michael,68874.5
1180,progress,68830.2
1181,similar,68603.2
1182,narrow,68505.9
1183,altogether,68471.9
1184,building,68394.3
1185,page,68234.5
1186,particularly,68193.4
1187,knowing,68050.2
1188,weeks,67942.6
1189,settled,67880.1
1190,holding,67815.2
1191,mountain,67762.2
1192,search,67660.2
1193,sad,67596.1
1194,sin,67589.7
1195,lies,67551
1196,proud,67492.4
1197,pieces,67423.6
1198,clearly,67318.4
1199,price,67277.2
1200,ships,67259
1201,thirty,67229
1202,sick,67152.2
1203,honest,67088.2
1204,shut,67063.6
1205,talked,66998
1206,bank,66981.4
1207,fate,66946.5
1208,dropped,66940.2
1209,judgment,66827.9
1210,conditions,66803.4
1211,king's,66590.5
1212,accept,66498.8
1213,hills,66475.8
1214,removed,66429.1
1215,forest,66263
1216,measure,66262.2
1217,species,66220.3
1218,seek,66141.2
1219,highest,66066
1220,otherwise,66054.9
1221,stream,66003.5
1222,honor,65994
1223,carefully,65960
1224,obtained,65884.1
1225,ear,65819.2
1226,bread,65708.4
1227,bottom,65645.1
1228,additional,65640.4
1229,presented,65615.9
1230,aid,65581.1
1231,fingers,65564.4
1232,q,65556.5
1233,remembered,65554.2
1234,choose,65396.7
1235,agreed,65284.4
1236,animal,65255.1
1237,events,65118.2
1238,there's,65017.8
1239,fully,64982.2
1240,delight,64971.9
1241,rights,64836.6
1242,amount,64720.3
1243,obtain,64706.1
1244,tax,64658.6
1245,servants,64642
1246,sons,64592.9
1247,cross,64403.8
1248,shoulders,64397.5
1249,thick,64364.3
1250,points,64311.3
1251,stranger,64270.9
1252,woods,64227.4
1253,facts,64155.4
1254,dare,64055
1255,grow,64005.1
1256,creature,63988.5
1257,hung,63988.5
1258,rain,63905.4
1259,FALSE,63861.1
1260,tall,63854.8
1261,gate,63851.6
1262,nations,63793.9
1263,created,63774.9
1264,refused,63774.9
1265,quietly,63767.8
1266,surface,63717.1
1267,freely,63711.6
1268,holy,63709.2
1269,streets,63695
1270,blow,63577.9
1271,july,63558.1
1272,regarded,63536
1273,fashion,63526.5
1274,report,63492.5
1275,coast,63479.8
1276,daily,63422.8
1277,file,63420.5
1278,shoulder,63340.6
1279,surprised,63312.9
1280,faces,63252.7
1281,succeeded,63179.2
1282,birds,63162.6
1283,distribution,63155.4
1284,royal,63124.6
1285,song,63090.6
1286,wealth,63067.6
1287,comfort,63064.5
1288,failed,63013
1289,freedom,62979.8
1290,peculiar,62951.3
1291,anyone,62941.8
1292,advance,62895.1
1293,gentle,62856.4
1294,surely,62831.1
1295,animals,62815.2
1296,waited,62808.1
1297,secure,62770.9
1298,desired,62740.1
1299,grass,62726.6
1300,touched,62649.9
1301,occupied,62645.1
1302,draw,62587.4
1303,stage,62536
1304,portion,62479.8
1305,expressed,62460
1306,opening,62316
1307,june,62288.3
1308,spirits,62147.5
1309,fish,62138
1310,tongue,62119.8
1311,capital,62114.3
1312,angry,61966.4
1313,growing,61954.5
1314,served,61954.5
1315,carriage,61920.5
1316,weather,61892.8
1317,breast,61786
1318,presently,61503.5
1319,snow,61384.9
1320,David,61377.8
1321,papers,61338.2
1322,necessity,61325.5
1323,practice,61313.7
1324,claim,61248
1325,hast,61220.3
1326,education,61160.2
1327,sharp,61096.9
1328,prince,60998.8
1329,permitted,60987.7
1330,group,60983
1331,enemies,60982.2
1332,robert,60967.2
1333,played,60926
1334,throughout,60896.7
1335,pity,60858
1336,expense,60836.6
1337,yours,60770.2
1338,million,60752.8
1339,add,60647.5
1340,pray,60553.4
1341,taught,60553.4
1342,explained,60525.7
1343,tired,60525.7
1344,leading,60475.9
1345,kill,60435.5
1346,shadow,60402.3
1347,companion,60384.9
1348,weight,60339.8
1349,mass,60298.6
1350,established,60226.7
1351,suffered,60210
1352,gray,60200.5
1353,brave,60085
1354,thin,60068.4
1355,satisfied,60044.7
1356,check,60002
1357,virtue,59979
1358,golden,59969.5
1359,numerous,59925.2
1360,frequently,59873.8
1361,famous,59843
1362,telling,59831.9
1363,powerful,59634.9
1364,alive,59632.5
1365,waters,59569.2
1366,national,59565.3
1367,weak,59510.7
1368,divine,59479.8
1369,material,59413.4
1370,principal,59406.2
1371,gathered,59324.8
1372,suggested,59261.5
1373,frank,59180.8
1374,valley,59172.1
1375,guess,59171.3
1376,finding,59160.2
1377,yellow,59051.8
1378,heat,58979.8
1379,remains,58941.1
1380,bent,58939.5
1381,seized,58899.1
1382,guard,58892.8
1383,equally,58840.6
1384,naturally,58811.3
1385,box,58805.8
1386,remarkable,58805.8
1387,gods,58789.2
1388,moon,58760.7
1389,slight,58710.8
1390,style,58699.8
1391,pointed,58669.7
1392,saved,58632.5
1393,windows,58556.6
1394,crossed,58551.8
1395,louis,58498.8
1396,pounds,58458.5
1397,ain't,58451.3
1398,evidently,58378.6
1399,principle,58369.9
1400,immediate,58268.6
1401,willing,58218
1402,consequence,58195.8
1403,richard,58188.7
1404,principles,58148.3
1405,characters,58140.4
1406,paul,58106.4
1407,season,58088.2
1408,remarked,58020.2
1409,science,57960.1
1410,tender,57959.3
1411,worked,57946.6
1412,grown,57772.6
1413,whispered,57721.1
1414,interested,57714.8
1415,quarter,57661
1416,midst,57518.6
1417,liked,57509.9
1418,advanced,57495.7
1419,apparently,57471.1
1420,bore,57458.5
1421,pwh,57456.9
1422,active,57449
1423,noticed,57389.6
1424,aware,57388.9
1425,thomas,57341.4
1426,uncle,57326.4
1427,list,57295.5
1428,dangerous,57292.3
1429,august,57283.6
1430,calm,57251.2
1431,genius,57225.1
1432,sacred,57211.6
1433,kingdom,57199
1434,entire,57187.9
1435,popular,57115.1
1436,unknown,57040.8
1437,nice,57038.4
1438,habit,57035.2
1439,spanish,56981.4
1440,familiar,56835.1
1441,reader,56832.7
1442,published,56807.4
1443,direct,56755.2
1444,handsome,56748.8
1445,you'll,56740.1
1446,joined,56737
1447,actually,56699
1448,kings,56630.2
1449,sd,56603.3
1450,posted,56561.3
1451,approach,56555.8
1452,Washington,56527.3
1453,hearing,56509.9
1454,needed,56455.3
1455,increased,56113.5
1456,walking,56094.6
1457,twice,55893.6
1458,throw,55850.1
1459,intellectual,55849.3
1460,appointed,55847.7
1461,wisdom,55827.2
1462,ceased,55810.5
1463,truly,55776.5
1464,numbers,55771.8
1465,demanded,55718
1466,priest,55667.3
1467,wounded,55666.6
1468,sorrow,55657.1
1469,drive,55626.2
1470,fault,55610.4
1471,listened,55604.1
1472,palace,55599.3
1473,affair,55588.2
1474,contact,55576.4
1475,distinguished,55568.5
1476,station,55551
1477,beat,55452.9
1478,distributed,55431.6
1479,e,55405.5
1480,listen,55400.7
1481,Italy,55327.9
1482,fool,55324
1483,becomes,55307.4
1484,watching,55264.7
1485,hurt,55227.5
1486,wants,55209.3
1487,express,55193.5
1488,occurred,55186.3
1489,favour,55161.8
1490,height,55161.8
1491,size,55123
1492,edge,55074.8
1493,subjects,55021.8
1494,task,54999.6
1495,follows,54945.8
1496,interests,54938.7
1497,nine,54922.9
1498,sympathy,54921.3
1499,burst,54920.5
1500,putting,54835.9
1501,dressed,54816.9
1502,lifted,54796.3
1503,hopes,54772.6
1504,suffer,54764.7
1505,noise,54731.4
1506,smiling,54720.4
1507,rode,54627.8
1508,tells,54559
1509,minds,54524.9
1510,farther,54471.1
1511,literature,54426.1
1512,vessel,54407.9
1513,affection,54381
1514,suffering,54363.6
1515,proceeded,54343.8
1516,flesh,54333.5
1517,advice,54172.9
1518,grand,54172.9
1519,carrying,54168.9
1520,legs,54149.2
1521,Spain,54147.6
1522,post,54054.2
1523,collection,54031.3
1524,empty,54020.2
